age,income,portfolio_value,emotional_score,risk_score,financial_score,horizon,past_loss_percent,panic_history,panic_sell
43.77096799114329,556353.3926197785,310929.30097090726,5.0,3.0,1.0,20.0,1.7811346744609062,0.0,0
29.103711093745467,309463.79043183103,200513.17654496618,6.0,8.0,3.0,12.0,33.680581891932206,1.0,1
23.052355583976503,1085186.505002468,785257.2780198902,4.0,4.0,4.0,9.0,6.5378888462554885,1.0,0
,957825.3478596485,785979.1600371308,3.0,4.0,3.0,27.0,21.290984718675443,0.0,0
37.29068439416157,598420.3504552038,391238.0050010407,8.0,6.0,2.0,18.0,27.22330510797102,1.0,1
40.81033845625509,873709.616081353,,7.0,8.0,1.0,21.0,5.235217234842642,0.0,0
22.903021765438517,456980.35179209325,294997.0503362883,7.0,7.0,2.0,9.0,18.097639650058635,1.0,1
33.467407305697805,648695.5291661585,370799.15188936045,3.0,2.0,,18.0,23.132701936077403,0.0,0
41.33107107651839,926213.591734853,648820.260843002,4.0,3.0,3.0,23.0,8.872545101698112,0.0,0
26.188077070932366,500193.0189931601,,6.0,7.0,1.0,15.0,31.262034283015836,1.0,1
44.508376220148065,389417.15045809926,242318.73071156195,8.0,10.0,1.0,25.0,6.095916686104771,1.0,1
32.79233572097434,200000.0,177431.5649538949,9.0,8.0,1.0,,,0.0,0
36.49967500248068,424400.6584220079,274327.14798521006,8.0,9.0,1.0,17.0,10.865392287502308,1.0,1
32.77952065324724,667778.3541410232,397130.2574211596,1.0,2.0,2.0,,23.318647173734504,0.0,0
62.22733821410725,709855.5046895266,520704.58358193387,8.0,9.0,1.0,30.0,10.025311141437538,1.0,1
39.83803330314479,569311.2255225457,321692.73128952686,9.0,10.0,1.0,16.0,10.565935926436683,0.0,0
27.307468852529198,337510.01148663904,276415.13944494503,2.0,6.0,1.0,12.0,10.37015353221018,1.0,0
49.870538945238266,200000.0,225969.57440820505,5.0,4.0,1.0,30.0,31.29114887376687,1.0,1
25.349876200347733,345377.2065291486,247413.01504116654,6.0,9.0,1.0,10.0,22.33137217283669,0.0,0
42.50636314005706,379962.3943136689,329045.7503309891,4.0,4.0,1.0,19.0,19.032755172752175,0.0,0
18.0,378335.0722237127,278083.2285476518,6.0,4.0,2.0,7.0,7.349779025619893,1.0,1
24.061767413218835,602762.2856442579,470292.7414715197,9.0,8.0,2.0,14.0,31.344396536160595,1.0,1
42.36233483042948,1194022.2474991095,629658.8220638039,8.0,9.0,2.0,22.0,52.90095899030324,,1
48.86159895994493,470600.39796077495,301311.924382424,9.0,10.0,2.0,27.0,5.1645248502362255,1.0,1
42.05641937427965,396977.19131895335,276434.07930835,5.0,3.0,1.0,29.0,48.37315693551732,1.0,1
38.612220611341115,388632.3630122024,210691.4652587155,5.0,3.0,1.0,22.0,9.119778304259505,1.0,0
36.386755652928535,470801.75565677305,277816.88846479903,7.0,6.0,1.0,21.0,13.665233277095886,1.0,1
22.257736115590873,292392.72312240535,196142.14010286494,5.0,3.0,1.0,20.0,11.824042297144329,0.0,0
31.3618694992635,469817.3491727578,378650.83434089815,1.0,1.0,2.0,17.0,15.964164840218595,1.0,0
34.47233474848255,554269.4216412314,330384.37684190297,7.0,3.0,1.0,16.0,13.39764319369352,0.0,0
52.68546671462699,491316.12160116935,295469.7733470931,4.0,3.0,1.0,25.0,9.267330161499672,1.0,1
44.12341947482154,556137.5679519624,410967.7265124886,1.0,2.0,1.0,25.0,,1.0,0
18.843518135647194,549560.3119503396,305605.92981363233,1.0,2.0,2.0,6.0,13.315745255036864,1.0,0
43.88900763273754,200000.0,123484.74590571805,9.0,6.0,2.0,16.0,7.381127558890556,0.0,0
35.3790126350042,608307.067811181,369659.56134717143,4.0,1.0,2.0,15.0,1.3536208479150384,0.0,0
31.876935996328495,316314.60323597025,192297.43006125774,5.0,4.0,1.0,18.0,,1.0,1
47.34011546609042,255781.90288512758,162818.99209369885,10.0,10.0,1.0,25.0,19.520638673400274,0.0,1
52.371994269951415,254682.78925574556,242137.52955892408,5.0,7.0,1.0,26.0,6.957836590200474,,0
51.175361429394385,549503.71046207,412397.3970422915,2.0,3.0,1.0,29.0,4.572192237474612,1.0,0
29.929389721328338,395819.08761323255,328545.7058305381,6.0,5.0,1.0,17.0,7.810507717132699,1.0,1
36.28945148978543,200000.0,258279.67079773278,2.0,3.0,1.0,19.0,13.152031209867834,1.0,1
43.97516117684277,561866.1355861254,452295.04285993974,2.0,1.0,1.0,22.0,18.409677882161862,1.0,1
51.70654152546831,215387.91443809128,130384.39097362703,8.0,8.0,1.0,29.0,8.032492251540763,0.0,0
34.24990914585652,474449.60234331584,343852.6492278197,4.0,4.0,1.0,19.0,22.86581108502219,0.0,0
37.772092280034194,498445.4643178769,308447.073028116,,10.0,1.0,18.0,9.808947689503112,1.0,1
26.72398031192766,688856.6966015649,396397.1199442359,6.0,7.0,1.0,16.0,21.25331520856047,1.0,1
25.64552051103195,1078241.890213935,653023.8438225399,4.0,2.0,,11.0,4.513745567262911,0.0,0
49.750309868730376,223610.69208912295,140621.04244328797,6.0,4.0,1.0,26.0,6.52137252052962,1.0,1
56.274880342849876,430956.7741101489,243936.4741597679,2.0,1.0,1.0,29.0,18.37811528425004,0.0,0
39.13587854103599,385321.1234430696,311674.56810740574,4.0,1.0,1.0,19.0,14.452548601405088,1.0,1
52.04239477470429,549560.8825625218,383826.3692467387,6.0,6.0,1.0,26.0,29.42689090807346,1.0,1
44.33963230057161,492788.02227953466,334729.07552860153,4.0,4.0,2.0,24.0,40.47950932651384,1.0,1
32.25856294473851,370914.5080943631,233454.7814732422,7.0,8.0,1.0,13.0,11.813956109201154,1.0,1
44.336747266100964,354884.9408690922,304596.00898424553,2.0,3.0,1.0,23.0,2.8785657800284317,1.0,0
58.45643879759163,253159.39077593578,248977.84784930723,5.0,5.0,1.0,35.0,19.108007010179616,1.0,1
,725002.7965960648,448152.3425701853,7.0,4.0,1.0,17.0,3.5736433661634157,1.0,1
58.77572386976807,556599.979253201,318453.3011465848,5.0,3.0,1.0,32.0,31.225934360868184,1.0,1
18.0,700033.9402332061,413068.26080172905,8.0,7.0,1.0,9.0,23.350728173494048,0.0,1
49.86283005250269,378814.5050858563,323938.66840801825,6.0,7.0,1.0,28.0,8.478307636708303,1.0,1
41.044564818858056,318565.1436242979,339725.0910606218,10.0,10.0,2.0,18.0,27.526383553439274,0.0,1
36.41191179440959,258032.9236181891,195914.89712322457,4.0,4.0,1.0,18.0,6.473918769560058,1.0,0
41.101129318426025,529378.41314672,334745.12513702293,9.0,10.0,1.0,27.0,21.84451575601694,0.0,1
18.0,263051.0470928452,205379.07335498225,6.0,9.0,2.0,8.0,9.538356116150993,1.0,1
37.36393734594986,1114962.7279646911,653451.1435563001,7.0,9.0,1.0,21.0,35.11667761011784,1.0,1
44.28535085814096,230079.16157584882,172463.28367787323,9.0,,2.0,24.0,28.473229642620222,1.0,1
57.73472853689819,507285.9155444312,267976.2721696445,6.0,,2.0,23.0,21.575412608333025,1.0,1
33.78075738071623,968426.0014637917,650673.6501149673,8.0,9.0,3.0,18.0,33.26853615096755,0.0,1
30.29807676528175,596923.8797457819,537329.8946441197,6.0,2.0,1.0,11.0,4.50705611165854,0.0,0
33.97891547698556,483031.35912216257,297869.92762135813,6.0,4.0,1.0,19.0,25.853222298281132,1.0,1
50.98482541242489,272599.2853185608,179209.66926791778,5.0,5.0,1.0,26.0,20.186507408337082,0.0,0
43.94501331591621,221707.76187764542,185805.08033393387,3.0,,1.0,,11.760166670567969,1.0,1
33.64287755479553,650193.3469320134,397815.1289351654,6.0,6.0,2.0,13.0,11.49031411595218,1.0,1
46.15920919736027,939472.3063456027,617617.2700684114,10.0,10.0,2.0,23.0,12.913396031393638,0.0,0
41.16493059217648,355249.2748649968,261714.0951883019,8.0,4.0,1.0,28.0,7.904613885981177,1.0,1
51.623739886394674,250313.45868544662,175735.0906275154,7.0,8.0,1.0,31.0,,1.0,1
31.57536287347177,200000.0,136894.1082443398,6.0,6.0,1.0,17.0,5.775836307491474,0.0,0
36.06805424082678,270930.49153676355,,4.0,4.0,2.0,20.0,7.788702400908478,1.0,1
35.29470216241411,417972.7753944356,325592.80218424334,3.0,5.0,2.0,19.0,7.2391380677339034,1.0,0
22.437820622414577,984177.5732944021,645855.017450159,4.0,2.0,3.0,10.0,12.116703160257426,0.0,0
43.55344332477491,619437.3506953996,355240.2094069798,1.0,1.0,1.0,20.0,4.083865717599889,0.0,0
43.13266326615867,515319.6683648462,502880.7938210573,7.0,8.0,1.0,24.0,21.66838389894878,1.0,1
40.06136147970953,362195.77855389495,209682.85301711637,8.0,6.0,1.0,18.0,26.299348976673798,1.0,1
37.18495439949824,330518.2451275259,289827.92002071557,4.0,1.0,1.0,23.0,5.455965701255882,1.0,0
23.01555109539503,893430.475156573,472592.0651566664,2.0,1.0,2.0,7.0,7.517825382003562,0.0,0
34.95225612681569,489122.99990665715,295209.44769459777,4.0,4.0,1.0,15.0,12.718640123162617,1.0,1
35.887425801678766,,,4.0,,1.0,22.0,20.403863279436454,1.0,1
30.372672769340575,,291967.99331269844,5.0,5.0,1.0,14.0,26.50265465634141,0.0,0
38.06457146000789,288050.7572710966,202662.34313167172,4.0,3.0,1.0,19.0,7.341216141815392,0.0,0
44.84861028177446,336673.19646817516,227944.92736137167,4.0,1.0,1.0,24.0,5.622073934818797,1.0,0
62.63423081452636,586222.875660708,379553.19044682523,9.0,9.0,2.0,35.0,16.674118421065906,1.0,1
42.09493375398207,419273.0088271027,320420.4795271037,4.0,4.0,1.0,23.0,21.22880628497753,0.0,0
43.090604688673174,425732.84175786265,385305.7001137601,8.0,9.0,1.0,22.0,16.30410230169475,0.0,0
39.106649010805995,853189.1772977025,488484.4971718815,6.0,5.0,1.0,22.0,6.11022559804668,0.0,0
18.0,312315.58785522834,187097.07171045122,4.0,1.0,1.0,10.0,15.550427411609114,1.0,1
39.6818334946094,1123657.7418622847,651243.0003325683,8.0,3.0,3.0,23.0,6.257907604140604,1.0,1
40.72276251929232,316268.3067529898,219979.63472578983,6.0,5.0,1.0,29.0,14.987735242316752,,1
69.55890534982343,462591.242845991,268585.3277064139,1.0,1.0,1.0,35.0,3.985896464524361,0.0,0
37.69166842262653,384384.3345663142,289482.42808474856,2.0,2.0,2.0,16.0,4.324481012457986,1.0,0
43.61856810800335,470574.4995710945,306896.8601554082,7.0,6.0,1.0,25.0,20.793291265327465,1.0,1
39.58345876353708,552548.227157019,374081.9659915743,5.0,2.0,1.0,19.0,28.622403474151692,0.0,0
25.975863548565616,549584.3916663651,322373.07680743886,,1.0,1.0,14.0,8.06648901144846,0.0,0
53.71387377418024,303592.41318729636,260771.7907588356,3.0,4.0,1.0,28.0,28.69962561095143,0.0,0
49.02319639224129,378513.7842841066,244641.61142634018,3.0,3.0,1.0,23.0,11.236953679516361,1.0,0
49.49238336451656,1546625.3092269416,822836.7192958943,8.0,7.0,3.0,24.0,21.910771294869832,0.0,0
29.087350542463135,347322.08601891657,244001.63209252333,8.0,5.0,1.0,8.0,21.304805530265217,0.0,1
56.833531731233194,627567.315126178,545193.0930150545,6.0,4.0,2.0,28.0,10.640807649884081,1.0,0
23.177787246492628,200000.0,230319.9735832556,4.0,4.0,1.0,13.0,19.468221240061506,0.0,0
47.04228512560324,384690.2100124805,347653.54002307454,9.0,10.0,1.0,24.0,9.642467062973726,,0
66.28546750971975,415152.12902692665,398017.3168772039,6.0,6.0,3.0,32.0,11.668060961684931,1.0,1
,560400.8078277892,987035.0955686693,8.0,10.0,2.0,15.0,20.694882280362283,1.0,1
33.204427244766734,200000.0,183433.58957612913,1.0,1.0,1.0,14.0,11.638234102780848,1.0,0
41.19581638105169,480734.44466628536,431188.65711643145,5.0,8.0,1.0,17.0,16.8144463564522,0.0,0
33.95829215060561,248980.35389551296,273897.85935308563,8.0,8.0,1.0,19.0,32.90803482224129,1.0,1
21.392038827206406,520306.247965924,408079.84789315815,4.0,4.0,2.0,12.0,15.40338582517644,1.0,1
40.82275569767233,263507.0499359842,367708.5727262028,7.0,9.0,2.0,22.0,21.348091254553953,1.0,1
27.25235543528674,288444.6961317476,207498.57658951564,7.0,6.0,,13.0,7.602871878795558,0.0,0
45.68310916762218,385843.1407737309,,3.0,2.0,1.0,26.0,19.815807816509366,1.0,1
28.96690918919436,261407.36766966264,,7.0,5.0,1.0,11.0,13.87605901264361,1.0,1
58.59921286021047,348792.607476978,247324.67014729447,2.0,4.0,1.0,28.0,6.4776378813826785,1.0,0
,243607.1378063604,220317.50804113908,7.0,8.0,1.0,18.0,1.3561294405594053,1.0,1
36.13526180553189,200000.0,307835.48130977736,10.0,10.0,1.0,21.0,5.543461373418711,1.0,1
49.76220660843604,735994.9425960745,429078.999934791,10.0,10.0,2.0,23.0,15.79508830748958,0.0,1
25.229628202792536,231416.79095760648,183489.95421459567,8.0,10.0,1.0,19.0,20.358229015282472,0.0,0
42.72951921524955,404602.16561929486,292650.4617039261,6.0,5.0,1.0,21.0,24.095401348440067,0.0,0
55.685713051389136,644638.8656419908,,7.0,9.0,3.0,28.0,9.24515458371227,1.0,1
20.71020118526527,325308.0793423885,188462.28542303035,7.0,6.0,,13.0,11.849970905866714,1.0,1
42.21560630238765,292850.3627269588,203881.2685446845,1.0,1.0,1.0,26.0,15.12623296112168,0.0,0
43.11859353098108,495399.13220675447,370618.06016291,2.0,3.0,1.0,22.0,12.757320773935664,0.0,0
49.381874461327726,773721.2235211879,579655.2536996041,6.0,10.0,1.0,28.0,16.840286670015626,1.0,1
25.156591469463017,246555.49216076895,163981.7473917707,1.0,3.0,1.0,11.0,16.014413468749037,1.0,1
24.154520642988686,410415.8052813583,245798.16120258736,9.0,10.0,1.0,17.0,3.769410513017364,1.0,1
46.263298787402775,200000.0,182867.07533954197,5.0,4.0,2.0,23.0,30.43703674137761,1.0,1
43.56381607879823,363450.9025369242,205148.96788998388,4.0,4.0,1.0,23.0,2.47107399816324,0.0,0
43.00591420415052,450044.76846189884,287331.9787256125,5.0,5.0,1.0,20.0,33.72816854756295,0.0,0
44.15737851396371,288568.47326896054,173000.7491051579,8.0,10.0,1.0,23.0,17.290081026559047,1.0,1
31.83970334105811,352041.4076698303,361053.72840993124,9.0,9.0,1.0,14.0,5.206523367922577,0.0,0
42.78704436593204,218794.15074819533,160687.2316265765,2.0,5.0,1.0,21.0,34.86515000489053,1.0,1
43.516869679584175,459796.51214493637,449276.6472064671,7.0,4.0,3.0,22.0,19.776995062205618,0.0,0
31.427782983683585,750013.9793270907,533737.8955301086,6.0,9.0,1.0,13.0,12.224802691038574,1.0,1
62.38929413373708,255615.0971094774,183026.5521374633,6.0,4.0,2.0,29.0,7.071986643706964,1.0,1
45.68599505094145,324053.56873950904,204800.41296415712,7.0,9.0,1.0,17.0,17.66411863892857,1.0,1
25.704358033568216,568793.7237565953,356852.1815112991,4.0,2.0,1.0,9.0,6.70680561236638,0.0,0
47.878643303605955,811017.8637399935,481933.9087992872,6.0,7.0,1.0,24.0,25.787687970679517,0.0,0
28.303819957272143,209694.10269098348,205008.73399529888,4.0,2.0,1.0,17.0,7.295260306842721,0.0,0
49.44501524490943,406609.1287260944,254373.25321279722,2.0,4.0,1.0,24.0,18.781764661759752,0.0,0
53.903146948088846,509693.7892575209,382196.2913918034,2.0,4.0,1.0,27.0,4.169122861307499,1.0,0
30.151812179779476,420404.1563894964,305622.6672595219,3.0,2.0,1.0,19.0,9.519379765846255,0.0,0
51.56051355093186,200000.0,166344.47232316027,6.0,7.0,2.0,28.0,6.932670509721838,1.0,0
44.95337112323798,568379.7252205925,337273.7342868938,2.0,4.0,1.0,25.0,24.529005104761058,0.0,0
49.86472191993388,945688.1812275555,545676.9013502396,6.0,4.0,2.0,25.0,8.063502947501185,0.0,0
62.76151579184737,468987.2565784529,284340.5522878663,6.0,4.0,1.0,30.0,26.872429875740522,1.0,1
37.05534260796556,264196.11689157475,216379.4211339451,9.0,7.0,1.0,20.0,43.205273985397326,1.0,1
30.955166027710124,342297.7929592618,256806.73611050396,6.0,4.0,1.0,19.0,28.533140557640518,1.0,1
29.32582684449372,1071914.1504041413,631170.5915861574,10.0,8.0,3.0,20.0,15.86993299053085,1.0,1
30.210276580414742,697307.1523970085,583479.1469132873,1.0,3.0,2.0,22.0,5.903357168370163,1.0,0
39.07477948703075,609267.8742587894,379794.8040368172,7.0,8.0,2.0,24.0,5.675843748893388,1.0,0
44.09382369779973,528715.7816892626,413046.7993188383,1.0,1.0,1.0,22.0,9.407315557101336,1.0,0
43.320289591960226,317880.7031037823,252336.48799216066,7.0,6.0,1.0,18.0,11.376232059196107,0.0,0
49.92619898843229,400197.8823634492,270636.89798571746,5.0,3.0,1.0,27.0,30.991887704415344,1.0,1
40.156022702534884,425507.8314698519,288516.3044557881,6.0,8.0,1.0,23.0,11.45541109561404,1.0,1
57.442408925887804,582326.8447693122,369718.63279902446,,3.0,1.0,21.0,10.519617055491437,1.0,1
36.82411800114453,940775.1547474103,566638.4621007406,3.0,1.0,2.0,14.0,24.073694099510984,0.0,0
70.0,1160816.478778759,649054.7422566595,7.0,7.0,2.0,34.0,9.154059790981272,0.0,0
47.50800817318007,217576.94174462548,142569.2950809688,9.0,10.0,1.0,21.0,14.563746743244831,0.0,0
29.71410932300461,494843.82387788827,367925.07192559587,3.0,1.0,1.0,10.0,,1.0,1
27.14929002326665,639461.485726593,459217.80326841504,9.0,8.0,2.0,15.0,7.156674563263021,1.0,1
45.78966898291822,602853.9043868614,428718.3641346875,3.0,1.0,3.0,27.0,13.757593081773088,0.0,0
37.31844657608979,322992.09179759584,250803.1244285743,7.0,9.0,1.0,18.0,15.580970001222123,1.0,1
48.568005929105105,1899411.402309434,1078656.679192923,10.0,9.0,4.0,19.0,9.133517932017828,0.0,0
45.67885149488254,233621.5363193164,241666.00439636075,3.0,2.0,1.0,23.0,5.916543543081965,1.0,0
39.12605304811753,257404.94277682848,259241.8790806714,5.0,5.0,2.0,16.0,1.994473913425583,0.0,0
29.83847538317914,497224.81189949036,297200.23398811056,4.0,4.0,1.0,12.0,12.827952896798115,0.0,0
21.821833303769623,1274929.6103498526,679601.8156076493,5.0,6.0,2.0,14.0,31.882647610778903,1.0,1
34.641820575195744,291239.8911168205,210074.2163516331,7.0,9.0,2.0,21.0,22.533291749863157,1.0,1
50.27678553188167,387350.72090412973,274208.3633851725,,9.0,1.0,,21.773799085395083,1.0,1
42.56912492956245,758157.8107128765,449461.42023959494,10.0,9.0,2.0,23.0,10.827248340196729,0.0,0
25.051134655456146,438479.7556948566,245632.4692388356,3.0,4.0,2.0,9.0,,1.0,1
42.078171110214186,374257.0249079567,415760.371541888,6.0,9.0,1.0,23.0,17.102639247117644,0.0,0
,587021.3390900033,362549.5580342032,5.0,8.0,1.0,21.0,16.530014272606024,1.0,1
29.393710765586405,506996.3052719915,343760.4810134596,9.0,7.0,2.0,11.0,11.073926307594748,0.0,0
41.84470127134634,,542014.6976183808,1.0,2.0,2.0,18.0,14.73505731125658,0.0,0
40.698504621352,843853.7229630678,441854.63033372426,10.0,10.0,1.0,22.0,7.789237260772772,1.0,1
26.284356426032524,773721.0120997789,476657.0353569198,5.0,7.0,1.0,9.0,27.110383231021125,1.0,1
44.2934483241794,511890.6785105089,320455.7860379588,6.0,8.0,2.0,21.0,23.62972795485736,1.0,1
46.72941431641881,492404.34192879393,312709.4574710252,5.0,3.0,2.0,27.0,17.206892283784327,1.0,1
52.996614918103326,847486.6674010382,533742.2698236462,8.0,7.0,1.0,,7.973532560891971,1.0,1
52.645624624418836,454787.39224427304,421300.64897264965,6.0,8.0,2.0,22.0,8.196027779859481,1.0,0
23.46796758451491,442278.8121182391,343035.97211220424,,7.0,1.0,11.0,30.29186230290963,0.0,1
28.74609952101853,804771.4156904503,546978.1009155855,6.0,2.0,3.0,16.0,15.192238328478629,1.0,1
46.18042320650392,944166.7676559963,555794.3263135212,5.0,2.0,3.0,,26.339262073727127,1.0,1
46.1654314109465,312290.3477432489,208862.21798018104,2.0,3.0,1.0,27.0,34.10441500974023,1.0,1
46.18057223567257,444635.70074947295,245683.78833984962,8.0,10.0,1.0,25.0,6.626326131816592,1.0,1
,313530.7697235922,189272.3021562851,4.0,1.0,1.0,35.0,25.34602923255201,1.0,1
46.850686128318,378705.54908141703,290336.25694924674,8.0,10.0,2.0,,17.49749859586959,1.0,1
53.62678768216719,541045.2008362934,353466.07677663927,6.0,6.0,1.0,27.0,44.899020343602864,0.0,0
51.448021161918426,618293.8975479694,380883.42497882963,5.0,3.0,2.0,27.0,19.279953593156268,0.0,0
47.81669501566957,418292.73032876785,274378.446726414,6.0,5.0,1.0,24.0,21.2753894873034,0.0,0
36.216769064315855,200000.0,372089.3447547723,6.0,4.0,2.0,21.0,18.91299335558451,0.0,0
49.10763064591921,273068.2955449495,186201.8757573501,7.0,6.0,1.0,28.0,58.147443271390806,1.0,1
30.72609742554914,692629.0372747065,488309.14496576646,8.0,4.0,1.0,13.0,8.121527380151916,1.0,1
37.15817671911989,200000.0,181470.85118247307,3.0,3.0,2.0,16.0,15.23477360251498,1.0,1
34.175637426050756,801077.9809778485,478994.6668818381,9.0,10.0,2.0,16.0,12.304035189459954,1.0,1
40.98248967263587,574132.2189175533,451923.3795222513,5.0,2.0,1.0,19.0,12.1425698206695,0.0,0
67.77590280008211,854343.0079330296,622877.9417551683,8.0,8.0,1.0,35.0,4.375191420197673,1.0,1
18.0,400598.679763049,270782.0805284007,4.0,2.0,1.0,5.0,26.855271851032228,1.0,1
48.23512228449416,200000.0,231449.03001132913,1.0,2.0,2.0,26.0,15.233614348502458,1.0,0
20.64740954572418,548630.9766231229,375549.2543539712,6.0,1.0,,14.0,5.868841438579561,1.0,1
34.3368176105268,836788.4436428291,500135.55792231055,4.0,5.0,1.0,15.0,9.160165862307773,0.0,0
53.067407163608394,702472.0569088435,443223.3267995915,10.0,6.0,2.0,31.0,23.594877807182844,0.0,0
40.77136022914555,317633.7467612778,212671.71191003465,2.0,2.0,1.0,24.0,,1.0,0
27.067062664848326,462027.89070420066,298737.7612916082,1.0,1.0,1.0,12.0,18.67800060273263,1.0,1
31.41635548888038,338941.1815681426,226909.18052682548,1.0,1.0,1.0,18.0,13.145572019399474,0.0,0
48.15517298721611,293715.46392314334,286617.29933368927,3.0,1.0,1.0,22.0,9.006036335857262,1.0,0
31.23560041939436,713326.3336131434,433522.49705118715,6.0,9.0,1.0,,11.968955713378932,1.0,1
42.5975030749837,,158905.77884337393,6.0,3.0,2.0,20.0,8.889114000388147,1.0,1
40.54686207884576,282968.7608120295,194206.5059276668,5.0,3.0,1.0,24.0,15.128209438659072,0.0,0
32.1807958287302,254737.06722584562,139304.29143237858,2.0,6.0,1.0,15.0,16.526420083884805,1.0,1
65.72732907190391,210002.82003561748,165486.8079449014,4.0,5.0,1.0,33.0,2.527504787523689,1.0,0
47.60702826781613,476016.1903242233,321244.4807925359,3.0,1.0,1.0,21.0,30.04533048044731,1.0,1
18.0,790761.3734968406,470375.28076336754,7.0,7.0,3.0,12.0,38.0443942984444,1.0,1
42.23745177723313,403350.67420502804,468659.71618421143,7.0,7.0,1.0,24.0,18.403759468926662,0.0,0
32.058562422779346,208381.559678405,219088.36468407698,7.0,4.0,1.0,14.0,12.722390795966133,0.0,0
50.22920001755469,673317.5028883299,448532.2384251673,10.0,8.0,1.0,18.0,15.45284294071279,1.0,1
30.48975113880759,1027717.4951015344,,9.0,9.0,1.0,14.0,7.7215478047826815,0.0,0
38.62316270239721,320256.9232930471,225514.7323267139,5.0,,1.0,21.0,6.636889142131882,1.0,1
46.05984734776548,348266.3594276716,234903.39908885356,5.0,5.0,1.0,23.0,2.486698583465697,1.0,1
50.389062330041455,572535.6682224075,337045.104500418,9.0,9.0,1.0,25.0,4.206437295702953,1.0,1
25.596443115330686,995436.7592936284,548076.9661608499,6.0,4.0,1.0,14.0,21.058034841085625,1.0,1
35.985985169908616,341151.83706147183,198076.9570444062,4.0,6.0,1.0,16.0,10.169357997607221,0.0,0
34.30065626606853,227242.97750655856,151469.77183165163,6.0,8.0,1.0,13.0,23.764862184597916,1.0,1
32.160049209115456,606651.2167325438,,10.0,10.0,1.0,18.0,18.614602303715092,1.0,1
61.185450883373164,659695.759039947,404538.06705880957,8.0,8.0,3.0,28.0,15.476414877542094,0.0,0
44.85978053153147,443771.79107662215,281940.6121086185,4.0,1.0,1.0,19.0,8.008329974228928,1.0,0
24.86939254797946,334681.0842852157,248454.15012413313,10.0,10.0,1.0,14.0,24.39358348897654,1.0,1
51.014343364657314,727369.1254064864,527629.717132255,10.0,10.0,2.0,22.0,7.042469590915763,1.0,1
65.4658743641516,576089.3229804169,369627.9018382465,4.0,3.0,2.0,30.0,12.833768331092365,1.0,0
52.38958312661376,301276.0525520438,263179.5236319669,9.0,10.0,1.0,31.0,5.889910265603923,1.0,1
21.767560408551837,453407.86592223356,275670.3469855669,9.0,9.0,1.0,16.0,5.685091454703208,0.0,0
34.189191125604985,225065.3838785263,168676.6779688988,1.0,1.0,1.0,21.0,21.325105552766974,0.0,0
55.20293379023947,935101.479239214,618500.7582546028,7.0,6.0,1.0,30.0,3.557207835361725,1.0,1
31.507966412574632,388047.5704367561,447352.969200499,4.0,1.0,3.0,19.0,18.891520260294275,0.0,0
45.32583313775474,355807.30450443894,369801.35966601095,7.0,7.0,1.0,29.0,18.023362666507285,0.0,0
49.29560864115204,435200.77591873397,333045.4059757883,9.0,10.0,1.0,28.0,9.557109860671352,0.0,0
28.876834341063002,451420.1808747206,314827.77516328875,5.0,1.0,1.0,15.0,9.74502925521631,1.0,1
39.2856957272584,692085.6722614578,534663.731081652,5.0,5.0,,22.0,1.2210490185217846,0.0,0
18.0,594541.1827681193,428363.2688034291,9.0,10.0,1.0,8.0,6.663662389793054,0.0,0
27.70734830398852,409132.9161544314,225117.267477372,10.0,10.0,1.0,14.0,17.218581807416037,1.0,1
